Name,Position,Major,Height,Weight,Year,Hometown,Season,Rush Attempts,Rush Yards,Rush Touchdowns,Rush Longest,Rush Rush attempt yards pct,Rush Yards per game avg,Receiving Recep,Receiving Yards,Receiving Touchdowns,Receiving Longest,Receiving Per game,Receiving Yards comp pct,Receiving Yards game pct,Defense Solo,Defense Assist,Defense Total,Defense Tfl yards,Defense Sacks yards,Defense Interceptions,Defense Pass defl,Defense Forced fumble,Defense Fumb rec,Defense Blocked,Games Played,Games Started,Year_Scraped,Height_inches
Ugonna Nwoha,DL,Cyber Security,"6'3""",255,So.,"Austell, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2023,75
Joshua Agbenou,DL,Interdisciplinary Studies,"6'2""",245,Sr.,"Bethlehem, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,22.0,2.5,1.0,0.0,1.0,0.0,1.0,0.0,8.0,3.0,2023,74
Adam Watkins,DL,Integrated Health Science,"6'0""",285,Jr.,"Dacula, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,20.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,2023,72
Dennis Sims,WR,Business,"5'11""",175,Fr.,"Rockmart, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,71
RJ Taylor,DL,Sports Medicine,"6'3""",220,So.,"Gulf Shores, Ala.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2023,75
Jamar Rucks,DL,Interdisciplinary Studies,"6'3""",230,R-So.,"Buford, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2023,75
Erik Calvillo,K,,"6'0""",180,Fr.,"Snellville, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023,72
Jordan Miles,DL,Interdisciplinary Studies,"6'2""",245,Jr.,"Indianapolis, Ind.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,22.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,2023,74
Thomarius Walker,DL,Interdisciplinary Studies,"6'1""",310,So.,"Pensacola, Fla.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2023,73
Gatlin Hancock,TE,Criminal Justice,"6'3""",250,Fr.,"Rome, Ga.",2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,75
